"","X","amt_above_atv10_pred","app_id","assessment","atv","businessLicense","businessScope","businessType","cash","companyCode","companyPhone","crawled_at","credit","emergencyContact","emergencyContactPhone","gmv_amt","gmv_avg","gmv_cnt","gmv_month","gmv_rstd","has_sz","income","income_before_wash","is_assessment_better","is_pop","limit","limit_before_loan","limit_before_loan_fluct","loan_amt","loan_balance","loan_cnt","loan_quality","mainBusiness","max_active_days","max_overdue_amt","max_overdue_amt_p","max_overdue_days","overdue_current","overdue_loan_amt","overdue_loan_amt_p","overdue_loan_cnt","platform","punish_fake_amt","punish_fake_cnt","punish_normal_amt","punish_normal_cnt","punish_serious_amt","punish_serious_cnt","punish_total_amt","punish_total_cnt","punish_wash_amt","punish_wash_cnt","refund_amt","refund_rate","registeredCapital","remDays","shop_type","taxpayerCode","transport_id","weight_account","weight_busi","weight_fluct","weight_loan","weight_refuse","weight_time","target","num"
"215",214,0,177412,"9.73",121.112017002,"440126000573548","珠宝首饰","厂商授权旗舰店",0,"34737998-8","13751830855","2017-01-19 18:43:17",0,NA,NA,313437.9,26119.825,12,14,0.826609522811,"",23507.8425,23507.8425,"True","True",14148.916,18887.7463857,15110.1971085,88005,28120.99,6,"False","珠宝首饰",598,0,0,0,"False",0,0,0,"JINGDONG",0,0,25,1,0,0,25,1,0,0,NA,NA,"100万元","72
                                                天","SOP",440113347379988,166835,0.95,1,0.8,1,1,1.12767123288,0,1
"216",215,0,177374,"9.79",132.349925037,"350502100050722","鞋靴","专卖店",NA,"57472955-4","0595-27690066","2017-01-19 17:33:19",NA,NA,NA,88277.4,14712.9,6,14,0.628677636075,"",14712.012622,14712.012622,"True","True",5105.02807294,6381.28509118,5105.02807294,0,NA,0,"False","鞋靴",202,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,103,0.00603129245327,"50万元","72
                                                天","SOP",350502574729554,166841,1.045,1,0.8,1,1,0.553424657534,0,1
"217",216,0,177376,"9.75",127.775177351,"350502100050722","鞋靴","专营店",NA,"57472955-4","0595-27690066","2017-01-19 17:37:11",NA,NA,NA,392653.12,39265.312,10,14,0.637479871933,"",39258.3721241,39258.3721241,"True","True",19863.660723,24829.5759037,19863.660723,0,NA,0,"False","鞋靴",324,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,1948,0.0176743174928,"50万元","72
                                                天","SOP",350502574729554,166841,0.95,1,0.8,1,1,0.887671232877,0,1
"218",217,0,177379,"9.38",94.364180791,"350502100050722","鞋靴","厂商直营旗舰店",2.89,"57472955-4","0595-27690066","2017-01-19 17:39:14",0,NA,NA,167024.6,13918.7166667,12,14,0.548784526804,"",12526.845,12526.845,"True","True",11071.3800516,11071.3800516,11071.3800516,0,0,0,"False","鞋靴",598,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","72
                                                天","SOP",350502574729554,166841,1.045,1,1,1,1,1.12767123288,0,1
"219",218,0,179008,"9.33",335.52856156,"330104000252462","服饰内衣","厂商授权旗舰店",104.02,"31129622-4","0571-88931473","2017-01-31 20:38:59",0,NA,NA,683185.79,56932.1491667,12,14,0.74345434304,"",56871.7527644,56871.7527644,"True","True",42790.3067799,53487.8834749,42790.3067799,11304,11304,3,"False","服饰内衣",792,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,13773,0.106084880228,"50万元","60
                                                天","SOP",330100311296224,166844,1.045,1,0.8,1,1,1.2,0,1
"220",219,0,179009,"9.19",223.950908555,"330104000252462","服饰内衣","厂商授权旗舰店",NA,"31129622-4","0571-88931473","2017-01-31 20:38:57",NA,NA,NA,759193.58,63266.1316667,12,14,0.520446800498,"",63162.5731496,63162.5731496,"True","True",45767.7735524,45767.7735524,45767.7735524,0,NA,0,"False","服饰内衣",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,24,2,0,0,24,2,0,0,3468,0.163687132908,"50万元","60
                                                天","SOP",330100311296224,166844,0.95,1,1,1,1,1.01698630137,0,1
"221",220,0,179050,"9.67",206.929782946,"110108016008687","汽车用品","厂商直营旗舰店",NA,"07169862-9","13910167856","2017-02-02 01:35:04",NA,NA,NA,250739.42,20894.9516667,12,14,0.556885842877,"",18805.4565,18805.4565,"True","True",16491.2776318,16491.2776318,16491.2776318,0,NA,0,"False","汽车用品",582,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","58
                                                天","SOP",110108071698629,166906,1.045,1,1,1,1,1.11890410959,0,1
"222",221,NA,179608,"9.59",148.148354699,"371002200024298","食品饮料","专营店",2.46,"56770563-4","0631-2580561","2017-02-06 14:19:00",0,NA,NA,1130302.32,94191.86,12,14,0.287428771975,"",84772.674,84772.674,"True","True",61015.3438,72480.63627,86976.763524,79545,81423.73,8,"False","食品饮料",767,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,1,0,1,0,1,NA,NA,"10万元","419
                                                天","SOP",371002567705634,166915,0.95,1,1.2,1,1,1.2,0,1
"223",222,3867.08333333,179149,"9.45",182.264217789,"350581100165642","运动户外","专营店",0,"34514700-8","15860513412","2017-02-03 22:57:00",14393,NA,NA,1693890,153990,11,13,0.730981712549,"",134723.916667,138591,"True","True",88993.305,128948.505368,103158.804294,210289,145350.79,5,"True","运动户外",583,0,0,0,"False",0,0,0,"JINGDONG",0,0,1,1,0,0,1,1,0,0,NA,NA,"60万元","57
                                                天","SOP",350581345147008,167000,0.95,1,0.8,1.2,1,1.11945205479,0,1
"224",223,0,179150,"9.9",169.855298139,"91350581","服饰内衣","专营店",0,"M0000KPC-2","010-12345678","2017-02-03 23:19:01",0,NA,NA,447229,37269.0833333,12,14,1.01423251729,"",33542.175,33542.175,"True","True",11969.0426928,23938.0853856,11969.0426928,39938,13976.19,2,"False","服饰内衣",368,0,0,0,"False",0,0,0,"JINGDONG",0,0,4,1,0,0,4,1,0,0,NA,NA,"100万元","57
                                                天","SOP",350581,167000,0.95,1,0.5,1,1,1.00164383562,0,1
"225",224,NA,179905,"9.61",147.2948342,"440681000420722","厨具","厂商授权旗舰店",0,"06149198-2","13702261865","2017-02-07 11:39:02",0,NA,NA,1463076.7,121923.058333,12,14,0.240391180964,"",121903.774024,121903.774024,"True","True",0,104227.72679,125073.272148,181696,355187.39,6,"True","厨具",768,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,1542,0.015816786226,"100万元","53
                                                天","SOP",440681061491982,167012,0.95,1,1.2,1,1,1.2,0,1
"226",225,NA,179906,"9.46",478.649213191,"440681000482130","家用电器","厂商授权旗舰店",0,"07793760-0","13702261865","2017-02-07 11:40:59",0,NA,NA,1843278.12,153606.51,12,14,0.549352049444,"",153452.4531,153452.4531,"True","True",98217.9187196,109754.239469,109754.239469,168762,171850.05,6,"False","家用电器",372,0,0,0,"False",0,0,0,"JINGDONG",0,0,31,5,25,2,56,7,0,0,7428,0.100293210468,"50万元","53
                                                天","SOP",440681077937600,167012,0.95,1,1,1,0,1.00383561644,0,1
"227",226,0,179184,"9.59",4278.01032258,"91330101563000901","家用电器","专卖店",NA,"91330101563000901M","13306810819","2017-02-04 11:36:59",NA,NA,NA,795709.92,265236.64,3,14,1.18355701574,"",265203.076573,265203.076573,"True","True",0,0,0,0,NA,0,"False","家用电器",95,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,5668,0.0126541442434,"100万元","56
                                                天","SOP",91330101563000896,167019,1.045,1,0.5,1,1,0,0,1
"228",227,1423490.84167,179241,"9.54",221.257663683,"350603100035887","母婴","专营店",381.58,"31557767-2","15860617807","2017-02-04 19:15:00",0,NA,NA,10334060.44,1148228.93778,9,14,0.619520123998,"",-275341.923813,1148148.91785,"True","True",0,-149957.623781,-119966.099024,197017,162695.89,3,"False","母婴",279,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,990.3,0.00696898684738,"100万元","56
                                                天","SOP",350603315577672,167055,0.95,1,0.8,1,1,0.764383561644,0,1
"229",228,88.88,179259,"9.4",60.3592081804,"915001125520392020","家居家装","厂商直营旗舰店",NA,"915001125520392020","13658339392","2017-02-04 22:11:01",NA,NA,NA,115105.01,12789.4455556,9,14,0.301613996219,"",12700.057525,12788.937525,"True","True",6916.74708288,6916.74708288,6916.74708288,0,NA,0,"False","家居家装",279,0,0,0,"False",0,0,0,"JINGDONG",0,0,27,2,0,0,27,2,0,0,71.5,0.00397226415168,"100万元","56
                                                天","SOP",915001125520392064,167061,0.95,1,1,1,0,0.764383561644,0,1
"230",229,NA,179982,"9.59",138.823912092,"440306112227904","服饰内衣","厂商授权旗舰店",4943.6,"32660843-8","18657952999","2017-02-07 14:03:03",0,NA,NA,1585507.9,264251.316667,6,14,1.43917317835,"",264214.743869,264214.743869,"True","True",53897.0932143,107794.186429,53897.0932143,0,0,0,"False","服饰内衣",190,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1223.2,0.0138401570482,"100万元","53
                                                天","SOP",440300326608438,167064,1.045,1,0.5,1,1,0.520547945205,0,1
"231",230,NA,179983,"9.53",96.0460607768,"440306112227904","服饰内衣","专营店",86962.82,"32660843-8","18657952999","2017-02-07 14:05:04",166433,NA,NA,7265615.99,605467.999167,12,14,0.349940145682,"",605370.280435,605370.280435,"True","True",309661.006522,580553.416034,580553.416034,1087373,833566.66,5,"True","服饰内衣",587,0,0,0,"False",0,0,0,"JINGDONG",0,0,32,9,0,1,32,10,0,1,25859.77,0.0161393718679,"100万元","53
                                                天","SOP",440300326608438,167064,0.95,1,1,1.2,0,1.12164383562,0,1
"232",231,8333.33333333,178095,"9.65",439.39144622,"350205200068480","母婴","专营店",25.55,"30305637-8","18559710086","2017-01-22 12:00:15",1e+06,NA,NA,30744620,2562051.66667,12,14,0.118886255875,"",2552878.83949,2561212.17282,"True","True",2464968.88296,2054140.7358,2464968.88296,0,0,0,"True","母婴",601,0,0,0,"False",0,0,0,"JINGDONG",0,0,55,3,0,1,55,4,0,1,79059,0.0327664681976,"50万元","69
                                                天","SOP",350205303056378,167076,0.95,1,1.2,1,0,1.12931506849,0,1
"233",232,3054.66666667,178096,"9.82",167.25218767,"350205200068480","手机","专营店",0.84,"30305637-8","18559710086","2017-01-22 12:04:18",168370,NA,NA,2759159.34,229929.945,12,14,0.394818384403,"",226846.787066,229901.453733,"True","True",117216.234479,196292.078593,196292.078593,360000,309999.82,2,"True","手机",387,0,0,0,"False",0,0,0,"JINGDONG",0,0,25,5,0,0,25,5,0,0,5023.5,0.0123912818261,"50万元","69
                                                天","SOP",350205303056378,167076,0.95,1,1,1.2,1,1.01205479452,0,1
"234",233,1148333.33333,178097,"9.71",1011.5294628,"350211200108362","母婴","专营店",17.01,"30305502-5","18559710086","2017-01-22 12:06:17",700010,NA,NA,13990464,1165872,12,14,0.916362374888,"",17516.7364166,1165850.06975,"True","True",0,15157.351999,12125.8815992,6e+05,299989.7,2,"True","母婴",387,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,1,5,2,0,1,5527.5,0.00188101695723,"50万元","69
                                                天","SOP",350211303055025,167076,0.95,1,0.8,1.2,1,1.01205479452,0,1
"235",234,0,178455,"9.56",196.191363561,"440306111259389","手机","专营店",10.64,"31161304-X","13510454409","2017-01-23 15:15:05",0,NA,NA,5673687.43,472807.285833,12,14,0.218265050955,"",330536.394191,472194.848844,"True","True",241886.538029,266090.853115,319309.023738,45000,309514.27,2,"False","手机",602,0,0,0,"False",0,0,0,"JINGDONG",0,0,30,6,75,4,105,10,75,4,60611.96,0.12953205414,"100万元","68
                                                天","SOP",44030031161304,167085,0.95,1,1.2,1,0,1.1298630137,0,1
"236",235,106.166666667,178456,"9.84",124.455958747,"440306111259389","汽车用品","专营店",0.83,"31161304-X","13510454409","2017-01-23 15:17:05",0,NA,NA,651651.4,130330.28,5,14,0.749729577283,"",91108.089568,130306.080335,"True","True",0,0,0,0,27628.62,0,"False","汽车用品",175,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,25,2,25,2,25,2,1147,0.0185679527173,"100万元","68
                                                天","SOP",44030031161304,167085,0.95,1,0.8,1,0,0,0,1
"237",236,NA,179904,"9.56",81.8293614561,"914419007701805621","母婴","专营店",NA,"914419007701805621","13829135368","2017-02-07 11:30:59",NA,NA,NA,1280762.55,106730.2125,12,14,0.291673982022,"",106725.231816,106725.231816,"True","True",109500.087843,91250.0732029,109500.087843,0,NA,0,"False","母婴",768,0,0,0,"False",0,0,0,"JINGDONG",0,0,18,3,0,0,18,3,0,0,302.7,0.00466661096128,"50万元","53
                                                天","SOP",914419007701805568,167120,0.95,1,1.2,1,1,1.2,0,1
"238",237,NA,179629,"9.6",276.03065008,"330103000043103","运动户外","卖场型旗舰店",5815.34,"67679447X","00000000","2017-02-06 14:35:03",0,NA,NA,1906079.07,158839.9225,12,14,0.697768116124,"",158451.298615,158451.298615,"True","True",108380.688253,135475.860316,108380.688253,198493,41415.48,3,"False","运动户外",767,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,5055,0.244663859445,"555万元","54
                                                天","SOP",33010067679447,167212,0.95,1,0.8,1,1,1.2,0,1
"239",238,NA,179677,"9.63",221.292588146,"91410105592420649","食品饮料","厂商授权旗舰店",29033.95,"91410105592420649K","0371-55569655","2017-02-06 15:37:05",0,NA,NA,27358304.25,2279858.6875,12,14,0.139456672144,"",1595889.40889,2279842.0127,"True","True",1529719.02447,1274765.85372,1529719.02447,0,306884.98,0,"False","食品饮料",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,16,5,50,3,66,8,50,3,1955.17,0.00073139613282,"1010万元","419
                                                天","SOP",91410105592420656,167289,0.95,1,1.2,1,0,1.12109589041,0,1
"240",239,NA,179686,"9.36",336.993788417,"371002200044937","运动户外","专营店",243.1,"08510045-6","0631-3665508","2017-02-06 15:43:02",0,NA,NA,1925435.78,160452.981667,12,14,0.583624785476,"",160411.281252,160411.281252,"True","True",79132.5125029,128133.455084,128133.455084,230905,226722.05,9,"False","运动户外",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,490,0.0259891800149,"100万元","419
                                                天","SOP",371002085100456,167292,0.95,1,1,1,1,1.12109589041,0,1
"241",240,NA,179688,"9.44",293.06315046,"371002200044937","运动户外","专营店",426.31,"08510045-6","0631-3665508","2017-02-06 15:47:03",0,NA,NA,664446.23,55370.5191667,12,14,0.417490117259,"",49833.46725,49833.46725,"True","True",18030.5807,39806.017929,39806.017929,158853,83539.16,6,"False","运动户外",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"100万元","54
                                                天","SOP",371002085100456,167292,0.95,1,1,1,1,1.12109589041,0,1
"242",241,88.88,179259,"9.4",60.3592081804,"915001125520392020","家居家装","厂商直营旗舰店",NA,"915001125520392020","13658339392","2017-02-04 22:11:01",NA,NA,NA,115105.01,12789.4455556,9,14,0.301613996219,"",12700.057525,12788.937525,"True","True",6916.74708288,6916.74708288,6916.74708288,0,NA,0,"False","家居家装",279,0,0,0,"False",0,0,0,"JINGDONG",0,0,27,2,0,0,27,2,0,0,71.5,0.00397226415168,"100万元","56
                                                天","SOP",915001125520392064,167295,0.95,1,1,1,0,0.764383561644,0,1
"243",242,88.88,179259,"9.4",60.3592081804,"915001125520392020","家居家装","厂商直营旗舰店",NA,"915001125520392020","13658339392","2017-02-04 22:11:01",NA,NA,NA,115105.01,12789.4455556,9,14,0.301613996219,"",12700.057525,12788.937525,"True","True",6916.74708288,6916.74708288,6916.74708288,0,NA,0,"False","家居家装",279,0,0,0,"False",0,0,0,"JINGDONG",0,0,27,2,0,0,27,2,0,0,71.5,0.00397226415168,"100万元","56
                                                天","SOP",915001125520392064,167299,0.95,1,1,1,0,0.764383561644,0,1
"244",243,NA,179686,"9.36",336.993788417,"371002200044937","运动户外","专营店",243.1,"08510045-6","0631-3665508","2017-02-06 15:43:02",0,NA,NA,1925435.78,160452.981667,12,14,0.583624785476,"",160411.281252,160411.281252,"True","True",79132.5125029,128133.455084,128133.455084,230905,226722.05,9,"False","运动户外",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,490,0.0259891800149,"100万元","419
                                                天","SOP",371002085100456,167331,0.95,1,1,1,1,1.12109589041,0,1
"245",244,NA,179688,"9.44",293.06315046,"371002200044937","运动户外","专营店",426.31,"08510045-6","0631-3665508","2017-02-06 15:47:03",0,NA,NA,664446.23,55370.5191667,12,14,0.417490117259,"",49833.46725,49833.46725,"True","True",18030.5807,39806.017929,39806.017929,158853,83539.16,6,"False","运动户外",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"100万元","54
                                                天","SOP",371002085100456,167331,0.95,1,1,1,1,1.12109589041,0,1
"246",245,NA,179686,"9.36",336.993788417,"371002200044937","运动户外","专营店",243.1,"08510045-6","0631-3665508","2017-02-06 15:43:02",0,NA,NA,1925435.78,160452.981667,12,14,0.583624785476,"",160411.281252,160411.281252,"True","True",79132.5125029,128133.455084,128133.455084,230905,226722.05,9,"False","运动户外",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,490,0.0259891800149,"100万元","419
                                                天","SOP",371002085100456,167402,0.95,1,1,1,1,1.12109589041,0,1
"247",246,NA,179688,"9.44",293.06315046,"371002200044937","运动户外","专营店",426.31,"08510045-6","0631-3665508","2017-02-06 15:47:03",0,NA,NA,664446.23,55370.5191667,12,14,0.417490117259,"",49833.46725,49833.46725,"True","True",18030.5807,39806.017929,39806.017929,158853,83539.16,6,"False","运动户外",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"100万元","54
                                                天","SOP",371002085100456,167402,0.95,1,1,1,1,1.12109589041,0,1
"248",247,NA,179896,"9.61",81.7296506849,"440301111675986","家居家装","专营店",5.53,"31955306-1","0713-8906893","2017-02-07 11:19:00",0,NA,NA,88788.29,7399.02416667,12,14,0.544845144405,"",6659.12175,6659.12175,"True","True",5693.54909625,5693.54909625,5693.54909625,0,0,0,"False","家居家装",768,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,NA,NA,"100万元","53
                                                天","SOP",440300319553061,167417,0.95,1,1,1,1,1.2,0,1
"249",248,NA,179904,"9.56",81.8293614561,"914419007701805621","母婴","专营店",NA,"914419007701805621","13829135368","2017-02-07 11:30:59",NA,NA,NA,1280762.55,106730.2125,12,14,0.291673982022,"",106725.231816,106725.231816,"True","True",109500.087843,91250.0732029,109500.087843,0,NA,0,"False","母婴",768,0,0,0,"False",0,0,0,"JINGDONG",0,0,18,3,0,0,18,3,0,0,302.7,0.00466661096128,"50万元","53
                                                天","SOP",914419007701805568,167436,0.95,1,1.2,1,1,1.2,0,1
"250",249,NA,179677,"9.63",221.292588146,"91410105592420649","食品饮料","厂商授权旗舰店",29033.95,"91410105592420649K","0371-55569655","2017-02-06 15:37:05",0,NA,NA,27358304.25,2279858.6875,12,14,0.139456672144,"",1595889.40889,2279842.0127,"True","True",1529719.02447,1274765.85372,1529719.02447,0,306884.98,0,"False","食品饮料",586,0,0,0,"False",0,0,0,"JINGDONG",0,0,16,5,50,3,66,8,50,3,1955.17,0.00073139613282,"1010万元","419
                                                天","SOP",91410105592420656,167448,0.95,1,1.2,1,0,1.12109589041,0,1
"251",250,NA,179969,"9.49",134.040113425,"350524100043754","食品饮料","厂商直营旗舰店",802.16,"57704181-9","13960431401","2017-02-07 13:49:04",0,NA,NA,2485629.24,207135.77,12,14,0.139547303923,"",207134.956542,207134.956542,"True","True",0,177100.387844,212520.465412,172500,715032.26,10,"True","食品饮料",768,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,77.6,0.000392717121707,"50万元","418
                                                天","SOP",350524577041819,167462,0.95,1,1.2,1,1,1.2,0,1
"252",251,NA,179972,"9.43",94.389675841,"350524100043754","食品饮料","专营店",146.85,"57704181-9","13960431401","2017-02-07 13:51:08",117,NA,NA,462981.36,38581.78,12,14,0.215294384779,"",27007.1071171,38581.5815959,"True","True",0,23179.6450981,27815.5741177,75500,94687.67,10,"True","食品饮料",372,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,25,2,25,2,25,2,19.8,0.000514242972013,"50万元","418
                                                天","SOP",350524577041819,167462,0.95,1,1.2,1.2,0,1.00383561644,0,1
"253",252,NA,180073,"9.66",2030.26649077,"91360724067467238","家具","厂商直营旗舰店",0.03,"91360724067467238P","13549493908","2017-02-07 17:39:03",0,NA,NA,769471,128245.166667,6,14,0.568015416869,"",115420.65,115420.65,"True","True",47089.2535428,47089.2535428,47089.2535428,0,0,0,"False","家具",190,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"128万元","53
                                                天","SOP",91360724067467232,167535,1.045,1,1,1,1,0.520547945205,0,1
"254",253,NA,180069,"9.04",108.298895435,"91440300050474706","服饰内衣","专营店",NA,"05047470-6","13480698508","2017-02-07 17:31:03",NA,NA,NA,1640753.24,136729.436667,12,14,0.220872861348,"",136684.245296,136684.245296,"True","True",154261.839241,128551.532701,154261.839241,0,NA,0,"True","服饰内衣",768,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,3008,0.0330516762078,"10万元","53
                                                天","SOP",440300050474706,167537,1.045,1,1.2,1,1,1.2,0,1
"255",254,NA,180226,"9.82",294.985446985,"440681000542686","家具","厂商授权旗舰店",0.97,"30384000-7","0757-63278688","2017-02-08 10:07:08",0,NA,NA,141888,11824,12,14,0.948278859443,"",10641.6,10641.6,"True","True",6701.53156471,8376.91445589,6701.53156471,0,0,0,"False","家具",373,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"110万元","52
                                                天","SOP",440881303840007,167543,1.045,1,0.8,1,1,1.00438356164,0,1
"256",255,NA,180102,"9.48",33.5443832185,"440301103994137","手机","厂商直营旗舰店",NA,"78136599-2","13689598598","2017-02-07 19:03:04",NA,NA,NA,53570.38,7652.91142857,7,14,0.191332574063,"",7650.52915662,7650.52915662,"True","True",3960.56366243,3300.4697187,3960.56366243,0,NA,0,"False","手机",221,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,217,0.0311289628461,"200万元","53
                                                天","SOP",440300781365992,167559,0.95,1,1.2,1,1,0.605479452055,0,1
"257",256,NA,180227,"9.41",123.208813297,"91360428322535235","服饰内衣","专营店",NA,"32253523-5","15270577775","2017-02-08 10:07:06",NA,NA,NA,313110.2,26092.5166667,12,14,0.503877005993,"",26069.0918669,26069.0918669,"True","True",20843.8459464,20843.8459464,20843.8459464,0,NA,0,"False","服饰内衣",588,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,2,0,0,3,2,0,0,1815,0.0897759311471,"800万元","52
                                                天","SOP",360428322535235,167590,0.95,1,1,1,1,1.12219178082,0,1
"258",257,NA,180263,"9.36",131.763205201,"6655681900008161","食品饮料","专营店",NA,"","0760-87769523","2017-02-08 11:39:03",NA,NA,NA,233089.11,77696.37,3,14,1.10485832787,"",77694.3159433,77694.3159433,"True","True",0,0,0,0,NA,0,"False","食品饮料",99,0,0,0,"False",0,0,0,"JINGDONG",0,0,8,1,0,0,8,1,0,0,299.9,0.0026436971492,"0元","52
                                                天","SOP",NA,167636,0.95,1,0.5,1,1,0,0,1
"259",258,NA,180324,"9.78",170.497368421,"440307108696007","鞋靴","专营店",0,"08869303-1","18750936223","2017-02-08 13:57:05",0,NA,NA,77980,6498.33333333,12,14,1.13088691034,"",5848.5,5848.5,"True","True",2500.23375,5000.4675,2500.23375,0,0,0,"False","鞋靴",769,0,0,0,"False",0,0,0,"JINGDONG",0,0,8,2,0,0,8,2,0,0,NA,NA,"100万元","52
                                                天","SOP",440300088693031,167663,0.95,1,0.5,1,1,1.2,0,1
"260",259,NA,180328,"9.65",143.627114916,"350103100402697","服饰内衣","专营店",0,"33753245-3","15060003521","2017-02-08 14:07:04",0,NA,NA,1703331.22,141944.268333,12,14,0.330567586177,"",141886.148274,141886.148274,"True","True",83795.6879293,113446.721952,113446.721952,51764,172935.38,8,"False","服饰内衣",588,2407.98,5.779152,6,"True",21884.32,47.290152,20,"JINGDONG",0,0,4,2,0,0,4,2,0,0,10064,0.0409456891887,"100万元","52
                                                天","SOP",350100337532483,167672,0.95,1,1,1,1,1.12219178082,0,1
"261",260,NA,179982,"9.59",138.823912092,"440306112227904","服饰内衣","厂商授权旗舰店",4943.6,"32660843-8","18657952999","2017-02-07 14:03:03",0,NA,NA,1585507.9,264251.316667,6,14,1.43917317835,"",264214.743869,264214.743869,"True","True",53897.0932143,107794.186429,53897.0932143,0,0,0,"False","服饰内衣",190,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1223.2,0.0138401570482,"100万元","53
                                                天","SOP",440300326608438,167677,1.045,1,0.5,1,1,0.520547945205,0,1
"262",261,NA,179983,"9.53",96.0460607768,"440306112227904","服饰内衣","专营店",86962.82,"32660843-8","18657952999","2017-02-07 14:05:04",166433,NA,NA,7265615.99,605467.999167,12,14,0.349940145682,"",605370.280435,605370.280435,"True","True",309661.006522,580553.416034,580553.416034,1087373,833566.66,5,"True","服饰内衣",587,0,0,0,"False",0,0,0,"JINGDONG",0,0,32,9,0,1,32,10,0,1,25859.77,0.0161393718679,"100万元","53
                                                天","SOP",440300326608438,167677,0.95,1,1,1.2,0,1.12164383562,0,1
"263",262,NA,180352,"9.68",533.638967136,"91310109342243782","礼品箱包","卖场型旗舰店",NA,"91310109342243782R","18600230866","2017-02-08 15:33:03",NA,NA,NA,113665.1,18944.1833333,6,14,1.35086514768,"",18926.9875118,18926.9875118,"True","True",3881.23158125,7762.46316249,3881.23158125,0,NA,0,"False","礼品箱包",191,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,956,0.0907709836688,"100万元","417
                                                天","SOP",91310109342243776,167707,1.045,1,0.5,1,1,0.523287671233,0,1
"264",263,NA,180375,"9.86",1494.90298666,"110105013793779","电脑、办公","专营店",39956.31,"57319287-1","010-57028178","2017-02-08 16:07:01",0,NA,NA,18269209.4,1522434.11667,12,14,0.517319700634,"",1522057.37094,1522057.37094,"True","True",1089219.69982,1089219.69982,1089219.69982,0,1e+06,0,"True","电脑、办公",373,0,0,0,"False",0,0,0,"JINGDONG",0,0,50,10,0,0,50,10,0,0,56275.8,0.0247462745898,"100万元","417
                                                天","SOP",110105573192871,167710,0.95,1,1,1,0,1.00438356164,0,1
"265",264,NA,180375,"9.86",1494.90298666,"110105013793779","电脑、办公","专营店",39956.31,"57319287-1","010-57028178","2017-02-08 16:07:01",0,NA,NA,18269209.4,1522434.11667,12,14,0.517319700634,"",1522057.37094,1522057.37094,"True","True",1089219.69982,1089219.69982,1089219.69982,0,1e+06,0,"True","电脑、办公",373,0,0,0,"False",0,0,0,"JINGDONG",0,0,50,10,0,0,50,10,0,0,56275.8,0.0247462745898,"100万元","417
                                                天","SOP",110105573192871,167728,0.95,1,1,1,0,1.00438356164,0,1
